Name:,Ricardo Amaral
Email:,rna5137@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,None

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 326.8 MPa,1366.483,0.166,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 311.6 MPa,1366.483,0.067,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 303.4 MPa,1366.483,0.0087,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 275.8 MPa,1366.483,0.0051,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 242.7 MPa,1366.483,0.004,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 235.8 MPa,1366.483,0.0017,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 201.3 MPa,1366.483,0.00011,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 257.2 MPa,1477.594,0.071,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 222 MPa,1477.594,0.0398,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 188.2 MPa,1477.594,0.0049,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 179.3 MPa,1477.594,0.0043,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 162.7 MPa,1477.594,0.0017,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 135.8 MPa,1477.594,0.00098,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 204.8 MPa,1588.706,0.192,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 178.6 MPa,1588.706,0.036,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 124.8 MPa,1588.706,0.0038,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 85.5 MPa,1588.706,0.0014,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 71 MPa,1588.706,0.0011,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 66.2 MPa,1588.706,0.0006,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 147.5 MPa,1699.817,0.237,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 145.5 MPa,1699.817,0.172,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 121.3 MPa,1699.817,0.039,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 83.4 MPa,1699.817,0.008,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 48.3 MPa,1699.817,0.0022,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 25.5 MPa,1699.817,0.0012,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 117.2 MPa,1810.928,0.37,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 105.5 MPa,1810.928,0.16,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 89.6 MPa,1810.928,0.061,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 45.5 MPa,1810.928,0.015,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 30.3 MPa,1810.928,0.0046,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 11.7 MPa,1810.928,0.0029,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 117.9 MPa,1922.039,0.5,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 104.8 MPa,1922.039,0.35,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 89.6 MPa,1922.039,0.167,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 59.3 MPa,1922.039,0.105,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 54.5 MPa,1922.039,0.051,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 31.7 MPa,1922.039,0.021,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 20 MPa,1922.039,0.0122,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 6.3 MPa,1922.039,0.0012,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
AS55,Nb93.93 W5 Zr1 C0.06 Y0.01,BCC,AC+A+AT,None,creep rate,EXP,stress = 172.4 MPa,1255.37,0.0215,None,%/s,T23,Bartlett_1963_CreepOfColumbiumAlloys
AS55,Nb93.93 W5 Zr1 C0.06 Y0.01,BCC,AC+A+AT,None,creep rate,EXP,stress = 151.7 MPa,1255.37,0.014,None,%/s,T23,Bartlett_1963_CreepOfColumbiumAlloys
AS55,Nb93.93 W5 Zr1 C0.06 Y0.01,BCC,AC+A+AT,None,creep rate,EXP,stress = 137.9 MPa,1255.37,0.004,None,%/s,T23,Bartlett_1963_CreepOfColumbiumAlloys
AS55,Nb93.93 W5 Zr1 C0.06 Y0.01,BCC,AC+A+AT,None,creep rate,EXP,stress = 124.1 MPa,1255.37,0.0016,None,%/s,T23,Bartlett_1963_CreepOfColumbiumAlloys
AS55,Nb93.93 W5 Zr1 C0.06 Y0.01,BCC,AC+A+AT,None,creep rate,EXP,stress = 131 MPa,1255.37,0.035,None,%/s,T23,Bartlett_1963_CreepOfColumbiumAlloys
AS55,Nb93.93 W5 Zr1 C0.06 Y0.01,BCC,AC+A+AT,None,creep rate,EXP,stress = 79.3 MPa,1366.48,0.042,None,%/s,T23,Bartlett_1963_CreepOfColumbiumAlloys
AS55,Nb93.93 W5 Zr1 C0.06 Y0.01,BCC,AC+A+AT,None,creep rate,EXP,stress = 55.2 MPa,1477.59,0.0042,None,%/s,T23,Bartlett_1963_CreepOfColumbiumAlloys
B33,Nb95 V5,BCC,?,None,creep rate,EXP,stress = 14.2 MPa,1810.93,0.001,None,%/s,F34,Bartlett_1963_CreepOfColumbiumAlloys
B33,Nb95 V5,BCC,?,None,creep rate,EXP,stress = 31.4 MPa,1810.93,0.01,None,%/s,F34,Bartlett_1963_CreepOfColumbiumAlloys
B33,Nb95 V5,BCC,?,None,creep rate,EXP,stress = 48 MPa,1810.93,0.1,None,%/s,F34,Bartlett_1963_CreepOfColumbiumAlloys
B33,Nb95 V5,BCC,?,None,creep rate,EXP,stress = 65.2 MPa,1810.93,1.0,None,%/s,F34,Bartlett_1963_CreepOfColumbiumAlloys
B33,Nb95 V5,BCC,?,None,creep rate,EXP,stress = 29.8 MPa,1699.82,0.001,None,%/s,F34,Bartlett_1963_CreepOfColumbiumAlloys
B33,Nb95 V5,BCC,?,None,creep rate,EXP,stress = 50.1 MPa,1699.82,0.01,None,%/s,F34,Bartlett_1963_CreepOfColumbiumAlloys
B33,Nb95 V5,BCC,?,None,creep rate,EXP,stress = 69.9 MPa,1699.82,0.1,None,%/s,F34,Bartlett_1963_CreepOfColumbiumAlloys
B33,Nb95 V5,BCC,?,None,creep rate,EXP,stress = 90.2 MPa,1699.82,1.0,None,%/s,F34,Bartlett_1963_CreepOfColumbiumAlloys
B33,Nb95 V5,BCC,?,None,creep rate,EXP,stress = 48 MPa,1588.71,0.001,None,%/s,F34,Bartlett_1963_CreepOfColumbiumAlloys
B33,Nb95 V5,BCC,?,None,creep rate,EXP,stress = 70.9 MPa,1588.71,0.01,None,%/s,F34,Bartlett_1963_CreepOfColumbiumAlloys
B33,Nb95 V5,BCC,?,None,creep rate,EXP,stress = 93.3 MPa,1588.71,0.1,None,%/s,F34,Bartlett_1963_CreepOfColumbiumAlloys
B33,Nb95 V5,BCC,?,None,creep rate,EXP,stress = 116.2 MPa,1588.71,1.0,None,%/s,F34,Bartlett_1963_CreepOfColumbiumAlloys
B33,Nb95 V5,BCC,?,None,creep rate,EXP,stress = 90.2 MPa,1477.59,0.001,None,%/s,F34,Bartlett_1963_CreepOfColumbiumAlloys
B33,Nb95 V5,BCC,?,None,creep rate,EXP,stress = 114.1 MPa,1477.59,0.01,None,%/s,F34,Bartlett_1963_CreepOfColumbiumAlloys
B33,Nb95 V5,BCC,?,None,creep rate,EXP,stress = 137 MPa,1477.59,0.1,None,%/s,F34,Bartlett_1963_CreepOfColumbiumAlloys
B33,Nb95 V5,BCC,?,None,creep rate,EXP,stress = 161.5 MPa,1477.59,1.0,None,%/s,F34,Bartlett_1963_CreepOfColumbiumAlloys
B33,Nb95 V5,BCC,?,None,creep rate,EXP,stress = 120.9 MPa,1366.48,0.001,None,%/s,F34,Bartlett_1963_CreepOfColumbiumAlloys
B33,Nb95 V5,BCC,?,None,creep rate,EXP,stress = 147.9 MPa,1366.48,0.01,None,%/s,F34,Bartlett_1963_CreepOfColumbiumAlloys
B33,Nb95 V5,BCC,?,None,creep rate,EXP,stress = 171.9 MPa,1366.48,0.1,None,%/s,F34,Bartlett_1963_CreepOfColumbiumAlloys
B33,Nb95 V5,BCC,?,None,creep rate,EXP,stress = 197.4 MPa,1366.48,1.0,None,%/s,F34,Bartlett_1963_CreepOfColumbiumAlloys
D36,Nb85 Ti10 Zr5,BCC,AC+CR+A,None,creep rate,EXP,stress = 74.5 MPa,1255.372,7.77778e-05,None,%/s,T25,Bartlett_1963_CreepOfColumbiumAlloys
D36,Nb85 Ti10 Zr5,BCC,AC+CR+A,None,creep rate,EXP,stress = 84.1 MPa,1255.372,0.0001555556,None,%/s,T25,Bartlett_1963_CreepOfColumbiumAlloys
D36,Nb85 Ti10 Zr5,BCC,AC+CR+A,None,creep rate,EXP,stress = 92.4 MPa,1255.372,0.0002888889,None,%/s,T25,Bartlett_1963_CreepOfColumbiumAlloys
D36,Nb85 Ti10 Zr5,BCC,AC+CR+A,None,creep rate,EXP,stress = 62.1 MPa,1255.372,4.44444e-05,None,%/s,T25,Bartlett_1963_CreepOfColumbiumAlloys
D36,Nb85 Ti10 Zr5,BCC,AC+CR+A,None,creep rate,EXP,stress = 86.9 MPa,1255.372,0.0003666667,None,%/s,T25,Bartlett_1963_CreepOfColumbiumAlloys
D36,Nb85 Ti10 Zr5,BCC,AC+CR+A,None,creep rate,EXP,stress = 67.6 MPa,1255.372,0.0001277778,None,%/s,T25,Bartlett_1963_CreepOfColumbiumAlloys
D36,Nb85 Ti10 Zr5,BCC,AC+CR+A,None,creep rate,EXP,stress = 77.2 MPa,1255.372,0.0002166667,None,%/s,T25,Bartlett_1963_CreepOfColumbiumAlloys
D36,Nb85 Ti10 Zr5,BCC,AC+CR+A,None,creep rate,EXP,stress = 54.5 MPa,1255.372,6.66667e-05,None,%/s,T25,Bartlett_1963_CreepOfColumbiumAlloys
Gentry,Nb62.65 Ta28.7 W8 Zr0.65,BCC,AC+CW+SR,None,creep rate,EXP,stress = 68.9 MPa,1477.594,5.94444e-05,None,%/s,T28,Bartlett_1963_CreepOfColumbiumAlloys
Gentry,Nb62.65 Ta28.7 W8 Zr0.65,BCC,AC+CW+SR,None,creep rate,EXP,stress = 82.7 MPa,1477.594,8.5e-05,None,%/s,T28,Bartlett_1963_CreepOfColumbiumAlloys
Gentry,Nb62.65 Ta28.7 W8 Zr0.65,BCC,AC+CW+SR,None,creep rate,EXP,stress = 96.5 MPa,1477.594,0.0001475,None,%/s,T28,Bartlett_1963_CreepOfColumbiumAlloys
Gentry,Nb62.65 Ta28.7 W8 Zr0.65,BCC,AC+CW+SR,None,creep rate,EXP,stress = 110.3 MPa,1477.594,0.0002252778,None,%/s,T28,Bartlett_1963_CreepOfColumbiumAlloys
Gentry,Nb62.65 Ta28.7 W8 Zr0.65,BCC,AC+CW+SR,None,creep rate,EXP,stress = 124.1 MPa,1477.594,0.0003361111,None,%/s,T28,Bartlett_1963_CreepOfColumbiumAlloys
Gentry,Nb62.65 Ta28.7 W8 Zr0.65,BCC,AC+CW+SR,None,creep rate,EXP,stress = 137.9 MPa,1477.594,0.0004472222,None,%/s,T28,Bartlett_1963_CreepOfColumbiumAlloys
Gentry,Nb62.65 Ta28.7 W8 Zr0.65,BCC,AC+CW+SR,None,creep rate,EXP,stress = 151.7 MPa,1477.594,0.0007638889,None,%/s,T28,Bartlett_1963_CreepOfColumbiumAlloys
Gentry,Nb62.65 Ta28.7 W8 Zr0.65,BCC,AC+CW+SR,None,creep rate,EXP,stress = 165.5 MPa,1477.594,0.0014444444,None,%/s,T28,Bartlett_1963_CreepOfColumbiumAlloys
Gentry,Nb62.65 Ta28.7 W8 Zr0.65,BCC,AC+CW+SR,None,creep rate,EXP,stress = 165.5 MPa,1477.594,0.0006111111,None,%/s,T28,Bartlett_1963_CreepOfColumbiumAlloys
Gentry,Nb62.65 Ta28.7 W8 Zr0.65,BCC,AC+CW+SR,None,creep rate,EXP,stress = 186.2 MPa,1477.594,0.0025,None,%/s,T28,Bartlett_1963_CreepOfColumbiumAlloys
Gentry,Nb62.65 Ta28.7 W8 Zr0.65,BCC,AC+CW+SR+RX,None,creep rate,EXP,stress = 68.9 MPa,1477.594,2.7778e-06,None,%/s,T28,Bartlett_1963_CreepOfColumbiumAlloys
Gentry,Nb62.65 Ta28.7 W8 Zr0.65,BCC,AC+CW+SR+RX,None,creep rate,EXP,stress = 82.7 MPa,1477.594,4.2778e-06,None,%/s,T28,Bartlett_1963_CreepOfColumbiumAlloys
Gentry,Nb62.65 Ta28.7 W8 Zr0.65,BCC,AC+CW+SR+RX,None,creep rate,EXP,stress = 96.5 MPa,1477.594,6.4722e-06,None,%/s,T28,Bartlett_1963_CreepOfColumbiumAlloys
Gentry,Nb62.65 Ta28.7 W8 Zr0.65,BCC,AC+CW+SR+RX,None,creep rate,EXP,stress = 110.3 MPa,1477.594,1.74444e-05,None,%/s,T28,Bartlett_1963_CreepOfColumbiumAlloys
Gentry,Nb62.65 Ta28.7 W8 Zr0.65,BCC,AC+CW+SR+RX,None,creep rate,EXP,stress = 124.1 MPa,1477.594,0.0001211111,None,%/s,T28,Bartlett_1963_CreepOfColumbiumAlloys
Gentry,Nb62.65 Ta28.7 W8 Zr0.65,BCC,AC+CW+SR+RX,None,creep rate,EXP,stress = 68.9 MPa,1699.817,0.006,None,%/s,T28,Bartlett_1963_CreepOfColumbiumAlloys
Gentry,Nb62.65 Ta28.7 W8 Zr0.65,BCC,AC+CW+SR+RX,None,creep rate,EXP,stress = 82.7 MPa,1699.817,0.0183333333,None,%/s,T28,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb60 V39 Ti1,BCC,AC+A,None,creep rate,EXP,stress = 68.9 MPa,1144.26,8.33333e-05,None,%/s,T30,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb60 V39 Ti1,BCC,AC+A,None,creep rate,EXP,stress = 55.2 MPa,1144.26,4.44444e-05,None,%/s,T30,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb60 V39 Ti1,BCC,AC+A,None,creep rate,EXP,stress = 41.4 MPa,1144.26,2.02778e-05,None,%/s,T30,Bartlett_1963_CreepOfColumbiumAlloys
D-43,Nb89 W10 Zr1,BCC,SC,None,creep rate,EXP,stress = 34 MPa,1477.59,1.012e-07,None,%/s,F6,Bartlett_1965_RecentInformationOnLongtimeCreep
D-43,Nb89 W10 Zr1,BCC,SC,None,creep rate,EXP,stress = 40.4 MPa,1477.59,1.103e-07,None,%/s,F6,Bartlett_1965_RecentInformationOnLongtimeCreep
D-43,Nb89 W10 Zr1,BCC,SC,None,creep rate,EXP,stress = 54.5 MPa,1477.59,2.812e-07,None,%/s,F6,Bartlett_1965_RecentInformationOnLongtimeCreep
D-43,Nb89 W10 Zr1,BCC,SC,None,creep rate,EXP,stress = 61.2 MPa,1477.59,5.078e-07,None,%/s,F6,Bartlett_1965_RecentInformationOnLongtimeCreep
D-43,Nb89 W10 Zr1,BCC,SC,None,creep rate,EXP,stress = 85 MPa,1477.59,1.8052e-06,None,%/s,F6,Bartlett_1965_RecentInformationOnLongtimeCreep
D-43,Nb89 W10 Zr1,BCC,SC,None,creep rate,EXP,stress = 102.7 MPa,1477.59,2.9542e-06,None,%/s,F6,Bartlett_1965_RecentInformationOnLongtimeCreep
D-43,Nb89 W10 Zr1,BCC,SC,None,creep rate,EXP,stress = 61.5 MPa,1366.48,1.012e-07,None,%/s,F6,Bartlett_1965_RecentInformationOnLongtimeCreep
D-43,Nb89 W10 Zr1,BCC,SC,None,creep rate,EXP,stress = 84.6 MPa,1366.48,4.381e-07,None,%/s,F6,Bartlett_1965_RecentInformationOnLongtimeCreep
D-43,Nb89 W10 Zr1,BCC,SC,None,creep rate,EXP,stress = 102.7 MPa,1366.48,8.414e-07,None,%/s,F6,Bartlett_1965_RecentInformationOnLongtimeCreep
D-43,Nb89 W10 Zr1,BCC,SC,None,creep rate,EXP,stress = 118.7 MPa,1366.48,2.6119e-06,None,%/s,F6,Bartlett_1965_RecentInformationOnLongtimeCreep
D-43,Nb89 W10 Zr1,BCC,SC,None,creep rate,EXP,stress = 170 MPa,1366.48,9.2846e-06,None,%/s,F6,Bartlett_1965_RecentInformationOnLongtimeCreep
D-43,Nb89 W10 Zr1,BCC,SC,None,creep rate,EXP,stress = 136.5 MPa,1255.37,1.944e-07,None,%/s,F6,Bartlett_1965_RecentInformationOnLongtimeCreep
D-43,Nb89 W10 Zr1,BCC,SC,None,creep rate,EXP,stress = 171.7 MPa,1255.37,4.602e-07,None,%/s,F6,Bartlett_1965_RecentInformationOnLongtimeCreep
D-43,Nb89 W10 Zr1,BCC,SC,None,creep rate,EXP,stress = 206.5 MPa,1255.37,1.0246e-06,None,%/s,F6,Bartlett_1965_RecentInformationOnLongtimeCreep
D-43,Nb89 W10 Zr1,BCC,SC,None,creep rate,EXP,stress = 275.8 MPa,1255.37,4.9549e-06,None,%/s,F6,Bartlett_1965_RecentInformationOnLongtimeCreep
D-43,Nb89 W10 Zr1,BCC,SC,None,creep rate,EXP,stress = 309.3 MPa,1255.37,1.26314e-05,None,%/s,F6,Bartlett_1965_RecentInformationOnLongtimeCreep
KC-1357,W,BCC,AC+HF+SR,Extruded 4:1 at 3100° F, forged at 2200° F, rolled at 2300º, 1800º, and 1400° F, stress relieved at 1700° F,creep rate,EXP,stress = 20.7 MPa,2033.15,4.722e-07,None,%/s,TIV-5,Sheffler_1969_CreepBeahaviorOfRefractoryAlloys
KC-1357,W,BCC,AC+HF+SR,Extruded 4:1 at 3100° F, forged at 2200° F, rolled at 2300º, 1800º, and 1400° F, stress relieved at 1700° F,creep rate,EXP,stress = 2.8 MPa,2033.15,5e-10,None,%/s,TIV-5,Sheffler_1969_CreepBeahaviorOfRefractoryAlloys
KC-1357,W,BCC,AC+HF+SR,Extruded 4:1 at 3100° F, forged at 2200° F, rolled at 2300º, 1800º, and 1400° F, stress relieved at 1700° F,creep rate,EXP,stress = 6.9 MPa,2033.15,4.2e-09,None,%/s,TIV-5,Sheffler_1969_CreepBeahaviorOfRefractoryAlloys
KC-1357,W,BCC,AC+HF+SR,Extruded 4:1 at 3100° F, forged at 2200° F, rolled at 2300º, 1800º, and 1400° F, stress relieved at 1700° F,creep rate,EXP,stress = 27.6 MPa,1810.93,1.389e-07,None,%/s,TIV-5,Sheffler_1969_CreepBeahaviorOfRefractoryAlloys
KC-1357,W,BCC,AC+HF+SR,Extruded 4:1 at 3100° F, forged at 2200° F, rolled at 2300º, 1800º, and 1400° F, stress relieved at 1700° F,creep rate,EXP,stress = 20.7 MPa,1810.93,2.22e-08,None,%/s,TIV-5,Sheffler_1969_CreepBeahaviorOfRefractoryAlloys
75002,W75 Re25,BCC,AC+HF+SR,0. 055 in. sheet stress relieved at 2375° F, rolled to 0.035 in., stress relieved at 2550° F,creep rate,EXP,stress = 34.4 MPa,2033.15,2.306e-07,None,%/s,TIV-5,Sheffler_1969_CreepBeahaviorOfRefractoryAlloys
75002,W75 Re25,BCC,AC+HF+SR,0. 055 in. sheet stress relieved at 2375° F, rolled to 0.035 in., stress relieved at 2550° F,creep rate,EXP,stress = 20.7 MPa,2033.15,1.111e-07,None,%/s,TIV-5,Sheffler_1969_CreepBeahaviorOfRefractoryAlloys
75002,W75 Re25,BCC,AC+HF+SR,0. 055 in. sheet stress relieved at 2375° F, rolled to 0.035 in., stress relieved at 2550° F,creep rate,EXP,stress = 3.4 MPa,2033.15,1e-09,None,%/s,TIV-5,Sheffler_1969_CreepBeahaviorOfRefractoryAlloys
75002,W75 Re25,BCC,AC+HF+SR,0. 055 in. sheet stress relieved at 2375° F, rolled to 0.035 in., stress relieved at 2550° F,creep rate,EXP,stress = 10.3 MPa,2033.15,8.9e-09,None,%/s,TIV-5,Sheffler_1969_CreepBeahaviorOfRefractoryAlloys
WC-3009,Nb61 Hf30 W9,BCC,PMP,hot pressing at 1590 K under a pressure of 200 MPa for 8 hours,creep rate,EXP,stress = 27.7 MPa,1480.0,6.0174e-06,None,%/s,F5,NASA-TM-101954
WC-3009,Nb61 Hf30 W9,BCC,PMP,hot pressing at 1590 K under a pressure of 200 MPa for 8 hours,creep rate,EXP,stress = 34.6 MPa,1480.0,1.25791e-05,None,%/s,F5,NASA-TM-101954
WC-3009,Nb61 Hf30 W9,BCC,PMP,hot pressing at 1590 K under a pressure of 200 MPa for 8 hours,creep rate,EXP,stress = 41.6 MPa,1480.0,2.20137e-05,None,%/s,F5,NASA-TM-101954
WC-3009,Nb61 Hf30 W9,BCC,PMP,hot pressing at 1590 K under a pressure of 200 MPa for 8 hours,creep rate,EXP,stress = 55.8 MPa,1480.0,7.53407e-05,None,%/s,F5,NASA-TM-101954
WC-3009,Nb61 Hf30 W9,BCC,PMP,hot pressing at 1590 K under a pressure of 200 MPa for 8 hours,creep rate,EXP,stress = 70.2 MPa,1480.0,0.0001264342,None,%/s,F5,NASA-TM-101954
WC-3009,Nb61 Hf30 W9,BCC,PMP,hot pressing at 1590 K under a pressure of 200 MPa for 8 hours,creep rate,EXP,stress = 28.1 MPa,1530.0,1.54036e-05,None,%/s,F5,NASA-TM-101954
WC-3009,Nb61 Hf30 W9,BCC,PMP,hot pressing at 1590 K under a pressure of 200 MPa for 8 hours,creep rate,EXP,stress = 34.7 MPa,1530.0,3.57001e-05,None,%/s,F5,NASA-TM-101954
WC-3009,Nb61 Hf30 W9,BCC,PMP,hot pressing at 1590 K under a pressure of 200 MPa for 8 hours,creep rate,EXP,stress = 41.6 MPa,1530.0,4.68326e-05,None,%/s,F5,NASA-TM-101954
WC-3009,Nb61 Hf30 W9,BCC,PMP,hot pressing at 1590 K under a pressure of 200 MPa for 8 hours,creep rate,EXP,stress = 14.7 MPa,1590.0,5.3021e-06,None,%/s,F5,NASA-TM-101954
WC-3009,Nb61 Hf30 W9,BCC,PMP,hot pressing at 1590 K under a pressure of 200 MPa for 8 hours,creep rate,EXP,stress = 24 MPa,1590.0,2.26815e-05,None,%/s,F5,NASA-TM-101954
WC-3009,Nb61 Hf30 W9,BCC,PMP,hot pressing at 1590 K under a pressure of 200 MPa for 8 hours,creep rate,EXP,stress = 29.6 MPa,1590.0,3.2741e-05,None,%/s,F5,NASA-TM-101954
WC-3009,Nb61 Hf30 W9,BCC,PMP,hot pressing at 1590 K under a pressure of 200 MPa for 8 hours,creep rate,EXP,stress = 34.7 MPa,1590.0,8.13445e-05,None,%/s,F5,NASA-TM-101954
WC-3009,Nb61 Hf30 W9,BCC,PMP,hot pressing at 1590 K under a pressure of 200 MPa for 8 hours,creep rate,EXP,stress = 41.7 MPa,1590.0,0.0001366128,None,%/s,F5,NASA-TM-101954
9,Hf20 Nb20 Ta20 Ti20 Zr20,BCC,VAM+RX,Crystal growth process by using an optical floating zone (OFZ) furnace,creep rate,EXP,stress = 10 MPa,1373.0,3.981e-07,None,%/s,T2,10.1016/j.actamat.2022.118188
9,Hf20 Nb20 Ta20 Ti20 Zr20,BCC,VAM+RX,Crystal growth process by using an optical floating zone (OFZ) furnace,creep rate,EXP,stress = 20 MPa,1373.0,1.9953e-06,None,%/s,T2,10.1016/j.actamat.2022.118188
9,Hf20 Nb20 Ta20 Ti20 Zr20,BCC,VAM+RX,Crystal growth process by using an optical floating zone (OFZ) furnace,creep rate,EXP,stress = 30 MPa,1373.0,7.9433e-06,None,%/s,T2,10.1016/j.actamat.2022.118188
